word	count	ipa	variants	route	confidence	reason	layer
מ'האלט	27	mhalt		rule	MED	clitic	G
גוים	27	ɡɔjm		rule	MED		G
ענין	27	ˈinjən		lexicon	HIGH		G
חתן	27	xusn		lexicon	HIGH		L
געשיקט	26	ɡəʃˈikt		rule	MED		G
פי	26	pi		lexicon	MED	audio-pe	G
אנקומען	26	ˈunkimən		rule	MED	prefix-rescue:gold+אנ	G
בארא	26	barˈa		rule	LOW	alef-default	G
לייגט	26	lajɡt		lexicon	HIGH		G
האלטן	26	haltn		lexicon	HIGH		G
סאטמארער	26	sˈatmarər		rule	LOW	alef-default	G
אינטערעסאנטע	26	ˈintərəsantə		rule	LOW	alef-default	G
יעקב	26	jˈankəv	jˈankəf	lexicon	HIGH		N
רופט	26	rift	ruft	lexicon	HIGH		G
לי	26	li		rule	MED		G
קום	26	kim		rule	MED		G
איבערבעטן	26	ˈibərbejtn		rule	MED	prefix-rescue:gold+איבער	G
גרעסטע	25	ɡrˈɛstə		rule	MED		G
אריינגעקומען	25	arˈaːnɡəkimən		rule	MED	prefix-rescue:gold+אריינגע	G
ענדיגן	25	ˈɛndiɡn		rule	MED		G
געהאלטן	25	ɡəhˈaltn		rule	MED	prefix-rescue:gold+גע	G
מתנה	25	matˈunə		rule	LOW	lk-proclitic-pointed:pointed-audio-endorsed	L
פארדעם	25	fardˈejm		rule	MED	prefix-rescue:gold+פאר	G
כיפור	25	xifˈir		rule	LOW	pe-default	G
נעכטן	25	nɛxtn		rule	MED		G
שטוב	25	ʃtib	ʃtip	rule	MED		G
יונתן	25	jɔjnˈusun		rule	LOW	sefaria-pointed	L
קאפיטל	25	kˈapitl		lexicon	MED	audio-pe	G
פיין	25	faːn		lexicon	HIGH		G
בחורים	25	buxˈirim		lexicon	HIGH		L
ממילא	25	mˈɛmajlə		lexicon	HIGH		G
לאזט	25	lɔzt	luzt	lexicon	HIGH		G
לערנט	25	lirnt		lexicon	HIGH		G
יהושע	25	jəhˈɔjʃiə	jˈɛhɔjʃua	lexicon	HIGH		N
בלעם	25	blɛm		rule	MED		G
צרות	25	ʦˈurɔjs		rule	LOW	sefaria-pointed	L
הויזן	25	hɔjzn		rule	MED		G
פייער	24	fˈajər		rule	LOW	pe-default	G
באזוך	24	bazˈix		rule	LOW	alef-default	G
חדשים	24	xadˈuʃim		lexicon	HIGH		L
געלאזט	24	ɡəlˈɔzt		rule	MED	prefix-rescue:gold+גע	G
פונקט	24	pinkt	punkt	lexicon	HIGH		G
שטעלט	24	ʃtɛlt		rule	MED		G
געוואלדיגע	24	ɡəvˈaldiɡə		rule	LOW	alef-default	G
פערציג	24	fˈɛrʦiɡ	fˈɛrʦik	rule	LOW	pe-default	G
גייסט	24	ɡajst	ɡaːst	lexicon	HIGH		G
צוביסלעך	24	ʦˈibisləx		rule	MED		G
משפחה	24	miʃpˈuxə		lexicon	HIGH		L
כדי	24	kədˈaj	kədˈej	lexicon	HIGH		L
חלק	24	xˈajlək		lexicon	HIGH		L
החיים	24	haxˈajim		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
תהיה	24	tˈihjɛ		rule	LOW	sefaria-pointed	L
געהייסן	24	ɡəhˈajsn		rule	MED		G
תם	24	tam	tum|tɔjm	rule	LOW	audio-homograph	L
הענט	23	hɛnt		rule	MED		G
אונזערע	23	ˈinzərə		rule	LOW	alef-default	G
איראנער	23	irˈanər		rule	LOW	alef-default	G
באקאנט	23	bakˈant		rule	LOW	alef-default	G
זעקס	23	zɛks		rule	MED		G
סיי	23	saj		lexicon	HIGH		G
ימים	23	ˈimim		rule	MED		G
בעטן	23	bejtn	bɛtn	lexicon	HIGH		G
לאנגע	23	lˈanɡə		rule	LOW	alef-default	G
טויזנט	23	toʊznt		lexicon	HIGH		G
געדענקען	23	ɡədˈɛnkən		rule	MED		G
פונקטליך	23	fˈinktləx		rule	LOW	pe-default	G
ליגט	23	liɡt		rule	MED		G
געבעטן	23	ɡəbˈejtn		rule	MED	prefix-rescue:gold+גע	G
שולדיג	23	ʃˈildiɡ	ʃˈildik	rule	MED		G
גאון	23	ɡin		rule	LOW	alef-default	G
קענסטו	23	kˈɛnsti		rule	MED		G
גערופן	23	ɡərˈifn		rule	MED	prefix-rescue:gold+גע	G
צווייטן	23	ʦvajtn		rule	MED		G
דערמאנען	23	dərmˈanən		rule	LOW	alef-default	G
אור	23	ir		rule	LOW	alef-default	G
סענדוויטש	23	sˈɛndviʧ		rule	MED		G
זכרונו	23	zxrˈini		rule	MED		G
מעג	23	mejɡ	mɛɡ|mejk	lexicon	HIGH		G
פסח	23	pˈajsəx		lexicon	HIGH		L
ספרים	23	sfˈurim		lexicon	HIGH		L
כלי	23	xli		rule	MED		G
בוקר	23	bikr		rule	MED		G
עטליכע	22	ˈɛtləxə		lexicon	HIGH		G
גרופע	22	ɡrˈifə		rule	LOW	pe-default	G
בויען	22	bˈoʊən		lexicon	HIGH		G
פירט	22	firt		lexicon	HIGH		G
געשטאנען	22	ɡəʃtˈanən		rule	LOW	alef-default	G
מצב	22	mˈaʦəv	mˈaʦəf	lexicon	HIGH		L
יואל	22	jˈɔjəl		lexicon	HIGH		N
וועסטו	22	vˈɛsti		rule	MED		G
זה	22	zɛ		lexicon	HIGH		L
יצחק	22	jˈiʦxuk		lexicon	HIGH		L
טונא	22	tˈina		rule	LOW	alef-default	G
געמיינט	22	ɡəmˈajnt		rule	MED	prefix-rescue:gold+גע	G
טראכט	22	traxt		rule	LOW	alef-default	G
געבליבן	22	ɡəblˈibn		lexicon	HIGH		G
ציון	22	ʦjin		rule	MED		G
אדם	22	udm		lexicon	MED	audio-vowel	G
שפעט	22	ʃpɛt		rule	LOW	pe-default	G
דור	22	dir		rule	MED		G
ליידער	22	lˈajdər	lˈejdər	lexicon	HIGH		G
רצון	22	rʦin		rule	MED		G
אֶת	22	ɛs		lexicon	HIGH		L
דערווייל	21	dərvˈaːl		rule	MED	prefix-rescue:gold+דער	G
פראצענט	21	prɔʦˈɛnt		lexicon	HIGH		E
מעסעדזש	21	mˈɛsəʤ	mˈɛsəʧ	rule	MED		G
טיש	21	tiʃ		rule	MED		G
בשעת	21	biʃˈas		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
טיר	21	tir		rule	MED		G
זייערע	21	zˈajərə		lexicon	HIGH		G
הגאון	21	hɡin		rule	LOW	alef-default	G
עם	21	ejm	am	lexicon	HIGH		L
אייביג	21	ˈajbiɡ	ˈajbik	lexicon	HIGH		G
לאז	21	laz	las	rule	LOW	alef-default	G
חבר	21	xˈavər		lexicon	HIGH		L
באקאנטע	21	bakˈantə		rule	LOW	alef-default	G
געשעפט	21	ɡəʃˈɛft		rule	LOW	pe-default	G
כאילו	21	xˈaːli		rule	LOW	alef-default	G
מקבל	21	mkˈabajl	məkˈabajl	rule	LOW	sefaria-pointed	L
נישטא	21	niʃtˈu	niʃtˈɔ	lexicon	HIGH		G
יונגערמאן	21	jˈinɡərman		rule	LOW	alef-default	G
שבע	21	ʒbə		rule	MED		G
כח	21	kˈɔjəx		lexicon	HIGH		L
חורבן	21	xirbn		lexicon	HIGH		L
ווארטן	21	vartn		rule	LOW	alef-default	G
שם	21	ʃɛm		lexicon	HIGH		L
אלעזר	21	ˈaluzr		lexicon	MED	audio-vowel	G
גבאי	21	ɡbaː		rule	LOW	alef-default	G
המלך	21	hamˈɛlɛx		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
כביכול	21	xbˈixil		rule	MED		G
גדול	21	ɡdil		rule	MED		G
פרובירט	20	prˈibirt		lexicon	HIGH		G
פופציג	20	fˈifʦiɡ	fˈifʦik	rule	LOW	pe-default	G
ביידע	20	bˈajdə		lexicon	HIGH		G
אריינגיין	20	arˈaːnɡajn		rule	LOW	alef-default	G
פארשטיין	20	farʃtˈajn		lexicon	HIGH		G
פראבלעם	20	prɔblˈejm	prɔblˈɛm	lexicon	HIGH		E
חוץ	20	xiʦ	xuʦ	lexicon	HIGH		L
תפילה	20	tfˈilə		lexicon	HIGH		L
הנאה	20	hna		rule	LOW	alef-default	G
יוסף	20	jˈɔsəf	jˈɔjsəf	lexicon	HIGH		N
געלעבט	20	ɡəlˈejbt		rule	MED	prefix-rescue:word-latin+גע	G
מגיד	20	mɡid	mɡit	rule	MED		G
בעלזער	20	bˈɛlzər		rule	MED		G
טראכטן	20	traxtn		rule	LOW	alef-default	G
באלד	20	bald	balt	rule	LOW	alef-default	G
כאפט	20	xɔft		rule	MED	clitic	G
סקווירא	20	skvˈira		rule	LOW	alef-default	G
ב	20	ba		rule	LOW	model-pointed-guess	L
מציאות	20	mʦˈiɔjs	məʦˈiɔjs	rule	LOW	sefaria-pointed	L
רחמים	20	raxˈamim		rule	LOW	sefaria-pointed	L
דודו	20	dˈidi		rule	MED		G
הערט	20	hɛrt		rule	MED		G
אייך	20	aːx	ajx	lexicon	HIGH		G
פארשטאנען	20	farʃtˈanən		rule	LOW	alef-default,pe-default	G
רבה	20	rˈabu	rˈibu|rˈubu	rule	LOW	audio-homograph	L
זוהר	20	zir		rule	MED		G
פאות	20	pˈajɔjs		rule	LOW	sefaria-pointed	L
הַיּוֹם	20	hˈaːɔjm		rule	MED		G
יארק	19	jɔrk		lexicon	HIGH		E
מיליטער	19	mˈilitər		rule	MED		G
פול	19	fil		rule	LOW	pe-default	G
אנגעפאנגען	19	ˈanɡəfanɡən		rule	LOW	alef-default,pe-default	G
דערפון	19	dərfˈin	dərfˈun	lexicon	HIGH		G
כמעט	19	kəmˈat	kimˈat	lexicon	HIGH		L
כאפן	19	xapn		lexicon	MED	audio-pe	G
רופן	19	rifn	rufn	lexicon	HIGH		G
שטארקע	19	ʃtˈarkə		lexicon	HIGH		G
שטיין	19	ʃtajn		lexicon	HIGH		G
שווערע	19	ʃvˈɛrə		rule	MED		G
מסביר	19	mazbˈir		lexicon	HIGH		L
התורה	19	hatˈɔjrə		lexicon	HIGH		L
ליינען	19	lˈajnən		lexicon	HIGH		G
חסיד	19	xˈusid	xˈusit	rule	LOW	lk-fallback	L
פארגעסן	19	faːrɡˈɛsn		lexicon	HIGH		G
עטס	19	ɛʦ		rule	MED		G
אזויווי	19	ˈazɔjvi		rule	LOW	alef-default	G
ענק	19	ɛnk		lexicon	HIGH		G
מזל	19	mazl		lexicon	HIGH		L
זיצן	19	ziʦn		rule	MED		G
אבא	19	ˈaba		rule	LOW	alef-default	G
שלא	19	ʃla		rule	LOW	alef-default	G
איש	19	iʃ		rule	LOW	alef-default	G
זכר	19	zˈajxər	zˈajxɛr	rule	LOW	model-pointed-guess	L
חרוב	19	xˈurəv	xˈɔrəv|xˈurəf	rule	LOW	printed-respelling	L
תוספות	19	tɔjsˈufɔjs		rule	LOW	model-pointed-guess	L
ואם	19	ˈiam		rule	LOW	alef-default	G
יסורים	19	ˈisirim		rule	MED		G
יעצטיגע	18	jˈɛʦtiɡə		rule	MED		G
שום	18	ʃim	ʃum	lexicon	HIGH		L
צאל	18	ʦal		rule	LOW	alef-default	G
קומענדיגע	18	kˈiməndiɡə		rule	MED		G
עסקנים	18	ˈɛsknim		rule	MED		G
ווילן	18	viln		rule	MED		G
ווייט	18	vaːt	vajt	lexicon	HIGH		G
פארלוירן	18	farlˈɔjrn		rule	LOW	alef-default,pe-default	G
נאכ'ן	18	nuxn		rule	LOW	model-pointed-guess	L
שטיק	18	ʃtik		rule	MED		G
אהרן	18	arn		rule	LOW	alef-default	G
אנהייבן	18	ˈunhajbn	ˈɔnhajbn	lexicon	HIGH		G
שליח	18	ʃulˈixa		rule	LOW	model-pointed-guess	L
געשריבן	18	ɡəʃrˈibn		lexicon	HIGH		G
אהיים	18	ahˈajm		lexicon	HIGH		G
קליין	18	klajn		rule	MED		G
געברענגט	18	ɡəbrˈɛnɡt		rule	MED	prefix-rescue:gold+גע	G
נעקסטע	18	nˈɛkstə		rule	MED		G
מסכת	18	masˈɛxɛs	misˈukɔjs	rule	LOW	audio-homograph	L
סאטמאר	18	sˈatmar		lexicon	HIGH		E
קרית	18	kˈirjas		lexicon	HIGH		L
מצוות	18	mˈiʦvɔjs		rule	LOW	sefaria-pointed	L
ס'דארף	18	sdaf		rule	MED	clitic	G
שפיטאל	18	ʃpˈitul		lexicon	MED	audio-vowel	G
שכר	18	səxˈar	sˈuxur|ʃˈajxur|sˈuxar	rule	LOW	audio-homograph	L
געוויסע	18	ɡəvˈisə		lexicon	HIGH		G
געענדיגט	18	ɡəˈɛndiɡt		rule	MED		G
זיצט	18	ziʦt		rule	MED		G
רעד	18	rɛd	rɛt	rule	MED		G
היינטיגע	18	hˈajntiɡə		rule	MED		G
וואלטן	18	vɔltn		lexicon	HIGH		G
אברהם	18	ˈavrum	ˈavruhəm	lexicon	HIGH		N
באב	18	bab	bap	rule	LOW	alef-default	G
ישעי'לע	18	ˈiʃajlə		rule	MED		G
אותיות	18	ɔjsˈijɔjs		rule	LOW	sefaria-pointed	L
מאך	18	max		lexicon	HIGH		G
אנגערופן	18	ˈunɡərifn		rule	MED	prefix-rescue:gold+אנגע	G
יוד	18	jid	jit	rule	MED		G
קאפ	18	kɔp		lexicon	HIGH		G
פחד	18	pˈaxad	pˈaxat	rule	LOW	sefaria-pointed	L
שמו	18	ʃmi		rule	MED		G
שוחד	18	ʃˈɔjxəd	ʃˈɔjxət	rule	LOW	printed-respelling	L
קמצא	18	kmʦa		rule	LOW	alef-default	G
פארט	17	fɔrt		lexicon	HIGH		G
פלאן	17	plaːn	plan	lexicon	HIGH		E
שיף	17	ʃif		rule	LOW	pe-default	G
פליגער	17	flˈiɡər		rule	LOW	pe-default	G
קאר	17	kar		lexicon	HIGH		E
געהאלפן	17	ɡəhˈalfn		rule	LOW	alef-default,pe-default	G
קוקן	17	kikn		rule	MED		G
ארויסגעקומען	17	arˈoʊzɡəkimən		rule	MED	prefix-rescue:gold+ארויסגע	G
עלטערן	17	ˈɛltərn		rule	MED		G
כאטש	17	xɔʧ		lexicon	HIGH		G
ארבעטער	17	ˈarbətər		rule	LOW	alef-default	G
אהין	17	ahˈin		rule	LOW	alef-default	G
כבוד	17	kˈuvəd	kˈuvət	lexicon	HIGH		L
דערמאנט	17	dərmˈant		rule	LOW	alef-default	G
אתה	17	ˈatu	ˈatə	rule	LOW	sefaria-pointed	L
ראה	17	ra		rule	LOW	alef-default	G
דרך	17	dˈɛrəx		lexicon	HIGH		L
עמלק	17	ɛmlk		rule	MED		G
עצה	17	ˈɛʦə		rule	MED		G
טשעק	17	ʧɛk		rule	MED		G
מיינע	17	mˈaːnə	mˈajnə	lexicon	HIGH		G
ערגעץ	17	ˈɛrɡəʦ		rule	MED		G
הלכה	17	halˈuxə	hˈalɔxə	lexicon	HIGH		L
נאכנישט	17	nˈuxniʃt		lexicon	HIGH		G
הכנסת	17	haknˈɛsɛs		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
אורחים	17	ˈɔjrxim	ˈɔjrəxim	rule	LOW	sefaria-pointed	L
אלימלך	17	ˈalimlx		rule	LOW	alef-default	G
יהודה	17	ˈihidə		rule	MED		G
שיר	17	ʃir		rule	MED		G
באמת	17	bəˈɛməs		lexicon	HIGH		L
גאנצן	17	ɡanʦn		rule	LOW	alef-default	G
עיקר	17	ajkr		rule	MED		G
אינגאנצן	17	inɡˈanʦn		lexicon	HIGH		G
זיבעציג	17	zˈibəʦiɡ	zˈibəʦik	rule	MED		G
טובות	17	tˈɔjvɔjs		rule	LOW	sefaria-pointed	L
שנה	17	ʃˈunə		rule	LOW	pointed-audio-endorsed	L
חלילה	17	xalˈilə		lexicon	HIGH		L
ביום	17	bjim		rule	MED		G
שופר	17	ʃifr		rule	LOW	pe-default	G
לה	17	luh	lu	rule	LOW	sefaria-pointed	L
בשמחה	17	bsˈimxə	bəsˈimxu	rule	LOW	sefaria-pointed	L
דברים	17	dbrim		rule	MED		G
איצי	17	ˈiʦi		rule	LOW	alef-default	G
וואשינגטאן	16	vˈaʃinɡtan		rule	LOW	alef-default	G
ס'ווערט	16	svirt		rule	MED	clitic	G
לאזן	16	luzn	lɔzn	lexicon	HIGH		G
רוף	16	rif		rule	LOW	pe-default	G
אנדערש	16	ˈandiʃ	ˈandərʃ	lexicon	HIGH		G
געפארן	16	ɡəfˈarn		rule	LOW	alef-default,pe-default	G
לב	16	lajv	lajf	rule	LOW	sefaria-pointed	L
קעמפ	16	kɛmf		rule	LOW	pe-default	G
ניגונים	16	niɡˈinim	nˈiɡunim	lexicon	HIGH		L
ענגליש	16	ˈɛnɡliʃ		rule	MED		G
מחליט	16	mˈaxlit		rule	LOW	sefaria-pointed	L
ביסטו	16	bˈisti		rule	MED		G
דארפסט	16	darfst		rule	LOW	alef-default,pe-default	G
למשל	16	ləmˈuʃl		lexicon	HIGH		L
ברודער	16	brˈidər		rule	MED		G
ריכטיגע	16	rˈixtiɡə		rule	MED		G
הער	16	hɛr		rule	MED		G
לעכט	16	lɛxt		rule	MED		G
וועלוול	16	vɛlvl		rule	MED		G
גרויסער	16	ɡrˈɔjsər		rule	MED		G
זע	16	zɛ		rule	MED		G
דין	16	din		rule	MED		G
מרדכי	16	mrdxi		rule	MED		G
תפיסה	16	tfˈisə		rule	LOW	pointed-audio-endorsed	L
אייניקל	16	ˈajnikl		rule	LOW	alef-default	G
ערב	16	ɛrb	ɛrp	rule	MED		G
כולל	16	xill		rule	MED		G
מ'מאכט	16	mmaxt		rule	MED	clitic	G
גוטן	16	ɡitn		rule	MED		G
זכות	16	zxis	zəxˈus	rule	LOW	sefaria-pointed	L
אלטע	16	ˈaltə		lexicon	HIGH		G
מ'לייגט	16	mlajɡt		rule	MED	clitic	G
וויליאמסבורג	16	vˈiljamsburɡ	vˈiljamsburk	lexicon	HIGH		E
ואין	16	ˈiaːn		rule	LOW	alef-default	G
רחמנות	16	rˈaxmunəs		lexicon	HIGH		L
שוטה	16	ʃˈitə		rule	MED		G
זיידע	16	zˈajdə		rule	MED		G
הבית	16	habˈajis		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
תמים	16	tˈumim		rule	LOW	sefaria-pointed	L
הושענא	16	hˈiʃəna		rule	LOW	alef-default	G
חכמה	16	xˈuxmə		lexicon	HIGH		L
טייערע	16	tˈaːjərə	tˈajərə	lexicon	HIGH		G
הקדושים	16	hkdˈiʃim		rule	MED		G
אטאקע	15	ˈatakə		rule	LOW	alef-default	G
געמאלדן	15	ɡəmˈaldn		rule	LOW	alef-default	G
רוסלאנד	15	rˈusland	rˈuslant	lexicon	HIGH		E
פלעצער	15	plˈɛʦər		lexicon	MED	audio-pe	G
הארמוז	15	hˈarmiz	hˈarmis	rule	LOW	alef-default	G
רעגירונג	15	rəɡˈirinɡ	rəɡˈirink	rule	MED		G
קאנאדע	15	kˈanadə		rule	LOW	alef-default	G
נוצן	15	niʦn		rule	MED		G
צייטן	15	ʦaːtn		lexicon	HIGH		G
ארויסקומען	15	arˈoʊskimən		rule	MED	prefix-rescue:gold+ארויס	G
בערך	15	bəˈejrəx	bəˈɛrəx	lexicon	HIGH		L
גאס	15	ɡaːs		lexicon	HIGH		G
דרייסיג	15	drˈajsiɡ	drˈajsik	rule	MED		G
טובים	15	tˈibim		rule	MED		G
קארד	15	kard	kart	rule	LOW	alef-default	G
ערנסטע	15	ˈɛrnstə		rule	MED		G
שלאפן	15	ʃlufn		lexicon	HIGH		G
ציבור	15	ʦˈibər	ʦˈibur	lexicon	HIGH		L
פיל	15	fil		lexicon	HIGH		G
יונגל	15	jinɡl		rule	MED		G
שפראך	15	ʃprax		rule	LOW	alef-default,pe-default	G
זאלסטו	15	zˈalsti		rule	LOW	alef-default	G
מי	15	mi		rule	MED		G
באצאלן	15	baʦˈuln		rule	MED	prefix-rescue:gold+בא	G
געלייגט	15	ɡəlˈajɡt		rule	MED	prefix-rescue:gold+גע	G
חידוש	15	xˈidiʃ		rule	LOW	pointed-audio-endorsed	L
שיקט	15	ʃikt		rule	MED		G
חילוק	15	xˈilək		rule	LOW	printed-respelling	L
באקאנטער	15	bakˈantər		rule	LOW	alef-default	G
תלמיד	15	tˈalmid	tˈalmit	lexicon	HIGH		L
בריוו	15	briv	brif	rule	MED		G
אב	15	ab	ap	rule	LOW	alef-default	G
מ'קומט	15	mkimt		rule	MED	clitic	G
תשעה	15	tˈiʃə		rule	LOW	pointed-audio-endorsed	L
כוחות	15	kˈɔjxəs		lexicon	HIGH		L
מ'מעג	15	mmejɡ	mmejk	rule	MED	clitic	G
געבענטשט	15	ɡəbˈɛnʧt		rule	MED		G
סקולענער	15	skˈilənər		rule	MED		G
עין	15	ajn		rule	MED		G
פארשטעלן	15	farʃtˈɛln		rule	LOW	alef-default,pe-default	G
נאכגעזאגט	15	nˈuxɡəzuɡt		lexicon	MED	audio-vowel	G
גיב	15	ɡib	ɡip	rule	MED		G
עכשיו	15	ˈɛxʃji		rule	MED		G
אויסשטרעקן	15	ˈoʊsʃtrəkn		rule	LOW	alef-default	G
סיטי	14	sˈiti		rule	MED		G
מיניסטער	14	minˈistər		rule	MED		G
ווארענונג	14	vˈarəninɡ	vˈarənink	rule	LOW	alef-default	G
געגנט	14	ɡɛɡnt		rule	MED		G
שנעל	14	ʃnɛl		rule	MED		G
אפיס	14	ˈɔfis		lexicon	HIGH		E
שטייען	14	ʃtˈajən		rule	MED		G
לאנד	14	land	lant	rule	LOW	alef-default	G
געשעפטן	14	ɡəʃˈɛftn		rule	LOW	pe-default	G
בעלי	14	bˈɛli		rule	MED		G
פארמיטאג	14	farmˈitaɡ	farmˈitak	rule	LOW	alef-default,pe-default	G
טוען	14	tˈiən		rule	MED		G
לעצטנס	14	lɛʦtns		rule	MED		G
אינטערוויו	14	ˈintərvji		rule	LOW	alef-default	G
סארט	14	sɔrt		lexicon	HIGH		G
אופן	14	ifn		rule	LOW	alef-default,pe-default	G
צופרי	14	ʦˈifri		rule	LOW	pe-default	G
מ'הייבט	14	mhajbt		rule	MED	clitic	G
אידיש	14	jˈidiʃ	ˈidiʃ	lexicon	HIGH		G
ווייזן	14	vajzn		rule	MED		G
פריערדיגע	14	frˈiərdiɡə		rule	LOW	pe-default	G
הערליכע	14	hˈɛrləxə		rule	MED		G
גראדע	14	ɡrˈadə		rule	LOW	alef-default	G
געליינט	14	ɡəlˈajnt		rule	MED		G
בעצם	14	bˈɛʦəm		lexicon	HIGH		G
מאנסי	14	mˈɔnsi		lexicon	HIGH		E
פארשטיי	14	farʃtˈaj		rule	LOW	alef-default,pe-default	G
פעטער	14	fˈɛtər		rule	LOW	pe-default	G
אינעווייניג	14	ˈinəvajniɡ	ˈinəvajnik	rule	LOW	alef-default	G
שבעה	14	ʒbə		rule	MED		G
פרעג	14	frɛɡ	frɛk	rule	LOW	pe-default	G
געגעסן	14	ɡəɡˈɛsn		rule	MED		G
דאלער	14	dˈɔlər	dˈɔlar	lexicon	HIGH		E
טעות	14	tˈuəs		lexicon	HIGH		L
סוכות	14	sˈikəs		lexicon	HIGH		L
משנה	14	mˈiʃnə		rule	LOW	lk-proclitic-pointed:model-pointed-guess	L
כן	14	kajn		rule	LOW	sefaria-pointed	L
קוויטל	14	kvitl		rule	MED		G
דשמיא	14	dʃmˈia		rule	LOW	alef-default	G
אתם	14	ˈatɛm	ˈɔjsum|ˈitum	rule	LOW	audio-homograph	L
ארויסנעמען	14	arˈoʊsnəmən		rule	MED	prefix-rescue:gold+ארויס	G
כאטשיג	14	xˈaʧiɡ	xˈaʧik	rule	LOW	alef-default	G
אליעזר	14	ˈaliəzr		rule	LOW	alef-default	G
עבירות	14	avˈajrɔjs		rule	LOW	sefaria-pointed	L
מסדר	14	msˈadajr		rule	LOW	pointed-audio-endorsed	L
ס'מיינט	14	smajnt		rule	MED	clitic	G
למה	14	lˈumə	lˈumu	rule	LOW	sefaria-pointed	L
המזבח	14	hamizbˈajxa		rule	LOW	sefaria-pointed	L
באריכטן	13	barˈixtn		rule	LOW	alef-default	G
פארשידענע	13	farʃˈidənə		rule	LOW	alef-default,pe-default	G
למספרם	13	lmispˈurum	ləmispˈurum	rule	LOW	sefaria-pointed	L
פרובירן	13	prˈibirn		lexicon	HIGH		G
צושטעלן	13	ʦˈiʃtəln		rule	MED		G
פארקויפן	13	farkˈɔjfn		rule	MED	prefix-rescue:gold+פאר	G
ספעציעל	13	sfˈɛʦiəl		rule	LOW	pe-default	G
צוועלף	13	ʦvɛlf		rule	LOW	pe-default	G
זעען	13	zˈɛən		rule	MED		G
פרטים	13	frtim		rule	LOW	pe-default	G
געווענליך	13	ɡəvˈɛnləx		rule	MED		G
גם	13	ɡam		rule	LOW	sefaria-pointed	L
זאקן	13	zakn		rule	LOW	alef-default	G
או	13	i		rule	LOW	alef-default	G
גלייבן	13	ɡlaːbn		lexicon	HIGH		G
כאפ	13	xɔp		rule	MED	clitic	G
מ'געבט	13	mɡɛbt		rule	MED	clitic	G
טעלעפאן	13	tˈɛləfan		rule	LOW	alef-default,pe-default	G
דברי	13	dbri		rule	MED		G
טרינקען	13	trˈinkən		rule	MED		G
נחת	13	nˈaxas	nˈuxas|nˈuxis	rule	LOW	audio-homograph	L
אריינגעלייגט	13	arˈaːnɡəlajɡt		rule	MED	prefix-rescue:gold+אריינגע	G
מצרים	13	mʦrim		rule	MED		G
דרייצן	13	drajʦn		rule	MED		G
געקויפט	13	ɡəkˈɔjft		rule	LOW	pe-default	G
געריכט	13	ɡərˈixt		rule	MED		G
צאלן	13	ʦuln	ʦɔln	lexicon	HIGH		G
בחינה	13	bxˈinə		rule	LOW	pointed-audio-endorsed	L
מ'וויל	13	mvil		rule	MED	clitic	G
פיש	13	fiʃ		rule	LOW	pe-default	G
געוויזן	13	ɡəvˈizn		rule	MED		G
ועד	13	ˈiəd	ˈiət	rule	MED		G
שמע	13	ʃmə		rule	MED		G
עולה	13	ˈilə		rule	MED		G
מלאך	13	mlax		rule	LOW	alef-default	G
רשע	13	rʃə		rule	MED		G
תפארת	13	tifˈɛrɛs		rule	LOW	sefaria-pointed	L
טאמער	13	tˈamər		rule	LOW	alef-default	G
ושלום	13	ˈiʃlim		rule	MED		G
גיהנום	13	ɡˈinim		rule	MED		G
"רמב""ם"	13	rˈambam		lexicon	LOW	acronym-word	A
בגימטריא	13	bɡˈimtria		rule	LOW	alef-default	G
געלערנט	13	ɡəlˈirnt		lexicon	HIGH		G
ערשטער	13	ˈɛrʃtər		rule	MED		G
לֹא	13	lɔj	lɔ	lexicon	HIGH		L
המשיח	13	hamuʃˈixa		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
חדש	13	xˈuduʃ	xˈɔjdɛʃ|xˈadajʃ	rule	LOW	audio-homograph	L
זאת	13	zɔjs		rule	LOW	sefaria-pointed	L
כתיבה	13	ksˈivə		rule	LOW	printed-respelling	L
וחתימה	13	vaxasˈimə	vaxasˈimu	rule	LOW	model-pointed-guess	L
בפרט	13	bfˈɛrət	bəfˈɛrɛt	rule	LOW	sefaria-pointed	L
כדאי	13	xdaː		rule	LOW	alef-default	G
טאטי	13	tˈati		rule	LOW	alef-default	G
חמץ	13	xˈuməʦ	xˈɔməʦ	rule	LOW	printed-respelling	L
ההוא	13	hhˈia		rule	LOW	alef-default	G
אמונה	13	əmˈinə		lexicon	HIGH		L
טעראר	12	tˈɛrar		rule	LOW	alef-default	G
צענדליגער	12	ʦəndlˈiɡər		rule	MED		G
קלאר	12	klur	klɔr	lexicon	HIGH		G
סטעיט	12	stajt		rule	MED		G
בלויז	12	blɔjz	blɔjs	lexicon	HIGH		G
וויבאלד	12	vˈibald	vˈibalt	lexicon	HIGH		G
סיסטעם	12	sˈistəm		lexicon	HIGH		E
ווייזט	12	vajzt		rule	MED		G
קידוש	12	kˈidəʃ		lexicon	HIGH		L
געפינען	12	ɡəfˈinən		rule	LOW	pe-default	G
